奸	gaan1
癡	ci1
峏	ji4
攊	lik6
圗	tou4
𢶅	sip3
𦪭	daat6
眵	ci1
夈	zaai1
屁	pei3
銄	hoeng2
䧤	buk1
惌	jyun3
䱷	jyu4
纁	fan1
䏻	nang4
䪹	pei1
籅	jyu4
覚	gok3
罘	fau4
烪	gwaan1
岍	hin1
撤	cit3
齵	jyu4
㶬	mut6
㿟	baak6
鐿	ji3
𤅕	cau4
餽	gwai6
㺶	dau2
䄵	lai4
䮍	niu5
㓯	lei4
㮽	pun4
䍯	gwai2
呪	zau3
𠜎	sin3
䉿	wu4
瑢	jung4
炌	kaai3
婏	faan3
絵	kui2
𣚎	leoi4
痹	bei3
㙠	ai1
閅	mun4
乶	fu2
寏	jyun4
孲	aa1
䯁	leoi4
榣	jiu4
晡	bou1
㪅	gang1
䆞	jiu2
臶	zin6
𦒉	jap1
礴	bok6
芁	kau4
嬯	toi4
夞	ngoi6
塕	jung2
章	zoeng1
㝆	hei2
藠	kiu5
暲	zoeng1
跇	jai6
㭗	ming5
岔	caa3
輑	kwan1
㧕	lau5
䵂	zik6
䫗	haa4
匟	kong3
蚰	jau4
鴹	joeng4
隲	zat1
㡇	zip3
瞕	zoeng3
㫟	jyun4
䰸	gung1
膓	coeng4
䂢	dung2
㝙	jan4
坔	dei6
騴	aan3
湏	mui6
閛	ping1
𤧅	ping4
撃	gik1
踋	goek3
仺	cong1
姪	zat6
鉟	pei1
甲	gaap3
䪑	to4
惽	man5
𡛾	naai5
綧	zeon2
㸝	him1
䲭	ci1
岃	jan6
駉	gwing1
羆	bei1
䠹	haai4
𩯭	ban3
籰	wok6
僗	lou4
桪	cam4
碭	dong6
䩵	wan6
𠃌	gwan2
䌜	nip6
珢	ngan4
㒗	toi4
謠	jiu4
醜	cau2
熂	hei3
狫	lou5
𤨾	kwan1
㪬	coek3
匍	pou4
䩮	luk6
諛	jyu4
䜺	caak3
䎮	tai3
䡆	jung4
棞	wan4
盃	bui1
稵	zi1
低	dai1
綨	kei4
𡡣	guk1
𦵑	geoi2
顱	lou4
珜	joeng4
䉔	caan1
𠹷	ngo4
𦺙	lai4
鷷	zeon1
窧	coek3
䀳	laat6
䌔	au1
䦙	zi6
渶	jing1
黙	mak6
捆	kwan2
嵹	koeng4
賗	cyun3
郟	gaap3
妅	hung4
訜	fan1
𤧻	ting4
涵	haam4
㴐	min6
䱭	gang2
罔	mong5
䊙	jin4
奙	bun2
𠏼	gaa1
紎	zi1
𣄃	kei4
䯱	pei1
㳅	lau4
苤	pei2
㡂	lai6
摓	fung4
蠱	gu2
懖	kut3
㘊	kap1
抐	neot6
𦒘	cin1
雘	wok3
䮽	biu1
佱	faat3
躘	lung4
火	fo2
壍	cim3
銼	co3
給	kap1
䐼	hai6
漞	mik6
㡜	sit3
象	zoeng6
天	tin1
𠒇	ji4
偽	ngai6
㧒	wat6
㐲	daai6
救	gau3
㟭	man4
䘅	noi6
凷	faai3
𠄌	kyut3
茽	zung6
煹	gau3
𥻘	leon4
蟟	liu4
䒠	fung1
䎚	wai6
嚅	jyu4
撧	zyut3
莕	hang6
燱	jik1
篥	leot6
婗	ngai4
䔬	ji6
縋	zeoi6
瑉	man4
㤭	giu1
惒	wo4
䉛	juk1
厽	leoi5
蚈	hin1
䮲	wong4
算	syun3
樫	gin1
驨	kwai4
㧿	cung1
鼎	ding2
䦓	zaam1
䎍	fu1
䁪	zaam2
昒	fat1
㠪	geoi6
䫽	pou1
䓪	ji6
酟	tim1
鶿	ci4
佄	ham4
炆	man1
憳	taam2
鍰	waan4
佘	se4
𩇫	fei1
剓	lei4
佖	bit1
紌	kau4
鯧	coeng1
瓻	ci1
䏏	heoi1
㯛	wu4
鏉	sau3
㩝	hou4
䛭	hang6
忷	hung1
嗪	ceon4
㱨	lim5
軱	gu1
佑	jau6
㗠	ci2
櫺	ling4
䜕	maai6
𥗛	cin4
翉	pun2
頻	pan4
䎦	jim5
㜎	hai4
抰	joeng2
𨌺	hon6
凟	duk6
璻	zeoi2
䞶	tong1
挅	do2
䊔	jing1
墹	gaan1
䂎	zyun2
環	waan4
㽫	jung1
赭	ze2
醗	put3
覎	jin6
糰	tyun4
髠	kwan1
殸	hing3
弿	gin2
𨍥	jyun5
䤯	jing4
𢽴	duk1
迷	mai4
㺽	pei1
垶	sing1
吂	mong4
藞	lo5
鬕	maa6
犇	ban1
𦍌	jam5
笡	ce3
髬	pei1
襣	bei6
䴈	ou2
㟎	to2
䆵	caang4
㰣	zi1
狨	jung4
痰	taam4
虉	jik6
陦	dou2
𤔡	wai4
𧟌	lo6
㶙	jeoi6
㱄	hak1
𡂪	ze1
蘧	keoi4
㚢	nou4
㘶	git6
䜲	lip6
邖	saan1
茿	zuk1
劮	jat6
罤	tai4
𣊫	luk6
蔗	ze3
輝	fai1
㠏	waa4
碐	ling4
温	wan1
㾗	loeng6
䡠	hang1
褅	tai3
垮	kwaa1
搠	sok3
䢌	but3
獏	mok6
𩗗	geoi6
墤	faai3
硺	zoek3
咅	tau3
䢔	hap6
腔	hong1
諠	hyun1
襙	cou4
鴴	hang4
莌	tyut3
蜙	sung1
困	kwan3
煫	seoi6
𠒎	fu4
𠏵	fung6
鈥	fo2
疛	zau2
馭	jyu6
澓	fuk6
鍱	jip6
敃	man5
㟇	zo3
漵	zeoi6
皥	hou6
𨯅	lai6
栕	san4
𡛼	juk6
時	si4
𤨤	zan1
祪	gwai2
㚨	san1
𣶜	jin4
菥	sik1
贗	ngaan6
膤	syut3
䐦	hap1
瓖	soeng1
碻	kok3
皯	gon2
鮗	dung1
偛	zaap3
胸	hung1
佀	ci5
嘥	saai1
苄	bin6
㢍	jing2
噳	jyu5
案	on3
枯	fu1
聅	cit3
𩃤	kei4
㠗	ou3
禓	joeng4
㮬	jung1
歗	siu3
熞	gin1
軾	sik1
訽	gau3
㷾	koek3
憅	dung6
鄴	jip6
汵	gam3
隵	hei1
飜	faan1
䫮	saam4
䡀	zin2
椕	ban1
瀩	deoi6
幗	gwok3
䊗	wong4
䏦	gwaat3
𦤎	gou1
鄬	wai4
㣚	tung2
㔔	gaa1
𤠣	hau4
蝿	jing4
明	ming4
𤅡	hou6
䀔	jan6
睨	ngai6
䕢	zaa2
鱛	zang1
䃀	ceoi3
傎	din1
巵	zi1
方	fong1
粶	luk6
晏	aan3
犚	wai3
㦕	lung4
刵	ji6
㥛	gik6
䊁	san1
翐	dit6
𦑊	zing1
糼	gung1
盇	hap6
屼	ngat6
廂	soeng1
聨	lyun4
防	fong4
㹠	tyun4
絏	sit3
崕	ngaai4
䇁	si1
偵	zing1
𤞶	hon4
誝	am1
䒪	bin6
䪾	can2
渏	ji1
蛵	hing1
睛	zing1
塲	coeng4
虝	fu2
洸	gwong1
𣇹	man5
㐣	fu3
伐	fat6
今	gam1
鞭	bin1
㽣	wik6
㒎	saap3
蒾	mai4
尗	suk6
杹	faa3
𩥉	gei3
砅	lai6
鋉	cuk1
㑎	nou5
穅	hong1
㸍	hei3
綹	lau5
森	sam1
煋	sing1
㧉	goi3
橳	sing3
䴷	wan4
劧	zi2
鉓	cik1
莣	mong4
嗘	gai1
㥹	fan2
钂	tong2
䏖	zan6
潌	zat6
䢒	gaau1
陬	zau1
噪	cou3
㫁	dyun6
㺰	si1
䫺	wang4
苢	ji5
㛴	nou5
㓹	jeoi6
㘈	jik6
舷	jin4
䚓	sam2
穸	zik6
麰	mau4
䠱	zuk6
䁳	mong5
賠	pui4
布	bou3
媟	sit3
臗	fun1
墦	faan4
総	zung2
簄	wu6
挮	tai2
畊	gaang1
㟔	ham4
㨟	goi1
䎂	bou2
髡	kwan1
梞	gei6
鸈	jip6
䛢	tuk1
莍	kau4
速	cuk1
䟻	dou6
騦	si1
謹	gan2
殯	ban3
䌑	gin1
痍	ji4
苼	sang1
䖡	nuk6
𠻝	caam1
麣	ngaam4
纑	lou4
畵	waak6
㕮	fu2
壐	saai2
攐	hin1
𡥪	seon3
䓌	zi3
𠣕	gwan1
哊	juk6
㰑	saam1
瞓	fan3
䠧	caa4
𦅙	man4
㐐	nou4
㲠	mou4
擤	sang3
㯸	zeon2
嶮	him2
甙	doi6
㖙	gaa1
豴	dik1
嗏	caa1
膱	zik1
覻	ceoi3
妔	haang1
鑣	biu1
髼	pung4
𦩒	aa3
薉	wai3
豵	zung1
猺	jiu4
䙫	kei3
緅	zau1
䞖	suk6
蔒	fan1
㫺	sik1
䰢	hang4
蒽	jan1
曬	saai3
錓	haang1
荵	jan2
熕	gung3
䵹	zi1
髤	jau1
嫘	leoi4
酧	cau4
圕	tou4
瑛	jing1
㥖	cung1
斊	cai4
鉵	tung4
䑪	ngap6
𡄽	soe4
㕁	koek3
憯	caam2
椦	hyun1
霿	mung6
㶹	hung6
暄	hyun1
㴕	wo4
𨭬	maan6
䰬	gwat6
㟪	wai3
筁	kuk1
𤦔	gyun2
𣆳	gang2
䙗	tai3
煏	bik1
㷔	jim6
𦻖	hyun3
㢺	jin4
邍	jyun4
䞓	cing1
𨨲	ci4
霜	soeng1
䞉	sing6
轏	zaan6
峰	fung1
岱	doi6
尶	gaam1
㿘	jing4
𡆀	gwang2
㱶	pang4
穗	seoi6
㹔	goeng1
児	ji4
攚	jing4
䆣	san4
𢫫	lat1
瘇	zung2
眱	ji4
哮	haau1
䨅	liu4
黖	hei3
巠	ging1
鈱	man4
䠳	can1
輪	leon4
䱼	zin2
佞	ning6
㲌	ning6
畚	bun2
𧋊	saa1
㡖	cong4
譝	sing4
綠	luk6
櫫	zyu1
𨨩	zung1
裍	kwan2
叢	cung4
搎	syun1
靀	mung4
㰁	lo5
拄	zyu2
㤫	dak1
𨧼	fan1
卥	sai1
箅	bei3
朶	do2
庁	ting1
葤	zau6
𤣱	ji5
釞	zap1
𪽇	ho1
塃	fong1
㯝	lou6
坁	zi2
㱀	zyut3
滖	seoi1
眦	zi6
𩥅	tou1
㬛	kap1
螆	zi1
螩	tiu4
䔎	suk1
薼	can4
爘	caan1
斾	pui3
䦴	jik6
㝞	aa1
鸛	gun3
濻	wai5
鵿	sing1
禿	tuk1
旐	siu6
𨬡	keoi4
吝	leon6
耦	ngau5
䥱	se2
曤	fok3
川	cyun1
𨓈	kut3
皸	gwan1
㬭	ziu3
猤	gwai3
媰	co4
僑	kiu4
嵛	jyu4
𡂿	au1
㵧	got3
禩	zi6
尖	zim1
㝍	se2
騶	zau1
䩠	ting1
𡲥	sang1
䘩	seon1
飿	deot1
㹿	zuk6
𨯨	hei1
涶	to1
伀	zung1
啺	tong4
姐	ze2
䔠	saau2
㰌	kok3
𩻃	sung4
愶	hip3
䛜	seon3
谸	cin1
㒡	jau4
啨	jing1
涚	seoi3
䊱	cim1
犟	goeng6
𦶢	hong4
粬	kuk1
䈎	jip6
㟡	kwai5
鮉	diu1
鯟	dung1
撍	cim4
䰤	dung1
䔘	zou6
黭	jim2
蛒	gaak3
㓮	diu1
砡	juk6
㭑	mui6
艖	caa1
韢	ceoi3
蛠	lai6
犬	hyun2
萞	bei1
篅	cyun4
貕	hai4
氁	mou4
垖	deoi1
竗	miu6
覉	gei1
鈵	bing3
爈	leoi4
㮯	wan4
㚴	pou3
麨	ciu2
諜	dip6
溪	kai1
𨀣	kei2
暒	cing4
㨈	zai1
湂	ngok6
䍂	jyu4
迃	jyu1
㰨	haai1
圯	ji4
㒶	gung1
鉠	joeng1
洌	lit6
淫	jam4
貮	ji6
莧	jin6
窺	kwai1
歏	gan6
礧	leoi6
匨	zong1
埬	dung1
鍳	gaam3
㤉	kaa1
瘦	sau3
遚	cau3
朔	sok3
灳	fai1
𢟍	lik6
桶	tung2
灦	hin2
𥖏	gun3
逅	hau6
䳛	aan3
曵	jai6
㜩	ou3
蒅	jim5
熹	hei1
屪	liu4
㳯	san1
䨇	soeng1
埈	seon3
誹	fei2
羰	tong1
䰓	min4
鬾	gei6
魫	sam2
䞈	gwai3
顜	gong2
諵	naam4
鎖	so2
㜟	haam3
缶	fau2
芽	ngaa4
𤾚	jit6
羀	lau5
㜡	cung1
燦	caan3
驫	biu1
𠳭	hak1
厬	gwai2
䩓	kei4
㜴	mang6
薡	ding2
䜰	hou1
羲	hei1
䔄	jiu4
蘠	coeng4
䨧	jam1
㽐	him1
䓡	zi1
荺	wan5
敮	hap1
柅	nei5
箤	ceoi3
麠	ging1
鴦	joeng1
䍒	mau5
睂	mei4
得	dak1
棆	leon4
縥	zan2
翠	ceoi3
㽵	zong1
㟍	long4
讈	lik6
䈞	zuk1
坰	gwing1
樶	zeoi1
柋	doi6
蕟	faat3
鱧	lai5
㿛	lai6
蟨	kyut3
𪐴	zyu2
庀	pei2
踈	so1
㤡	lai6
䲥	gau1
満	mun5
沙	saa1
拀	zuk1
幌	fong2
𧱬	jyu5
㿝	hoeng1
謳	au1
嵄	mei5
膿	nung4
䭖	zyu3
䲺	gam3
䏾	pong1
銁	gwan1
蕯	saat3
㷵	mak6
熽	siu3
糬	syu4
喉	hau4
鄏	juk6
鄆	wan6
孷	lei4
斳	kan4
檴	wok6
棁	zyut3
𣶽	wan4
䭳	ngai6
畷	zyut3
𩞯	loeng4
岞	zok6
拤	kaa1
趛	gam3
𡂈	buk6
庈	kam4
梠	leoi5
徫	wai5
囆	caai3
店	dim3
䩀	bei6
牷	cyun4
𤒇	san1
壷	wu4
苿	mei6
䁶	gik1
㽠	haap6
㦱	ngo5
裐	gyun1
忒	tik1
痸	cai3
韒	ciu3
㫢	heoi3
都	dou1
𧢲	gok3
橝	taam4
𠓗	fu3
㸘	maan6
㮹	zi2
䵸	cuk1
綦	kei4
蓹	jyu6
隞	ngou4
駑	nou4
䔍	duk1
穯	sik1
鵚	tuk1
䜊	zou1
梺	haa6
𠰋	jaau1
頍	kwai2
焲	jik6
䭼	kei4
㐤	daan1
𢹑	zaang6
趷	gat6
䐴	gui3
㟲	jyun4
㛘	put3
島	dou2
𨭆	hak1
䒓	kaai2
㸿	duk6
㲳	dit6
閺	man4
裶	fei1
矚	zuk1
怒	nou6
譨	nung4
酔	zeoi3
鶔	jau4
㚲	cim1
䪷	kau3
㺦	lin4
㚅	lung4
䖪	zi1
㮨	zik1
坵	jau1
嬄	jat1
俕	saam3
曣	jin3
䘶	haam4
轡	bei3
㛬	luk6
荁	wun4
𣋒	kwai4
𡌄	ce1
䌘	bit3
粟	suk1
摯	zi3
䇝	zim1
獳	nau6
菇	gu1
癆	lou4
畧	loek6
惄	nik6
庯	bou1
𠴰	gau6
䲍	tang4
㟀	lin4
漩	syun4
篌	hau4
摴	syu1
㢫	saan1
榠	ming4
傾	king1
鶫	gaan2
帘	lim4
䒯	jyun4
媗	hyun1
𤊥	ling4
琦	kei4
䑔	fai3
㳓	jau6
悠	jau4
晙	zeon3
觥	gwang1
儼	jim5
澙	sik1
忇	lak6
骪	wai2
儰	wai5
㢼	bit3
崗	gong1
䇘	wu6
尪	wong1
郚	ng4
𩜲	fuk1
澵	zeon1
碕	kei4
惗	nam2
㖛	gu2
穐	cau1
匧	haap6
䃓	gau3
吠	fai6
熒	jing4
㹧	ong1
䔜	naam4
嗕	juk6
靗	cang1
𩐿	hoeng2
晝	zau3
倴	ban6
䖛	sok3
䓘	gou1
槞	lung4
鎥	tiu4
䈇	zaau3
籈	zan1
臈	laap6
碦	haak3
豑	dit6
𥖹	tung4
渹	gwang1
𨯂	zan3
觝	dai2
㘛	ham1
峻	zeon3
鬛	lip6
㦍	ngok6
鯉	lei5
諑	doek3
痊	cyun4
䙒	cuk1
𦉫	mong5
䄓	waang4
虀	zai1
洢	ji1
㒘	syu6
廻	wui4
㾼	teoi2
麈	zyu2
䔊	bang1
埝	nim6
粠	hung4
黓	jik6
𥯤	wai5
㶧	nyun6
䙎	haai4
晭	zau2
引	jan5
鞥	ang1
殦	diu1
罎	taam4
㓉	wut6
㝃	min5
餣	jip3
瞐	mok6
鴜	ci4
叞	wai3
䥗	fun2
縔	song2
糣	sam2
𨥤	syu1
㗮	gang1
𤘪	daan1
丒	ng5
稯	zung1
豳	ban1
擕	kwai4
憘	hei2
趤	dong6
匢	fat1
嫰	nyun6
囥	kong3
馩	fan4
㾊	zek3
獻	hin3
熺	hei1
㺥	caam4
浼	mui5
稭	gaai1
嬌	giu1
䡘	tin4
鵓	but6
呧	dai2
誴	cung4
劒	gim3
笪	daat3
鞏	gung2
刏	gei1
錥	juk6
菄	dung1
卨	sit3
炩	ling6
𤐵	gaa1
刁	diu1
䦩	man4
唀	jau5
殞	wan5
䲁	wai3
兞	hou4
𤼎	mak6
𥴰	zing6
𡜱	gei2
㣘	keoi1
㖣	tau3
圊	cing1
炳	bing2
蒴	sok3
𪋿	buk1
㠅	fuk6
猬	wai6
嚠	lau4
俉	ng6
嫦	soeng4
擆	zoek3
姭	him3
牨	gong1
覒	mou6
䮔	zeoi1
撲	pok3
躱	do2
䒐	mang4
漧	gon1
奠	din6
板	baan2
沢	zaak6
𤅗	jing4
妤	jyu4
掌	zoeng2
芆	ngaai6
䶢	gaam1
洶	hung1
饚	hoi3
䉟	wok6
詝	cyu5
溄	fung4
腆	tin2
䅫	loek6
㪲	dau2
衊	mit6
𩖸	hou4
啳	kyun4
䶋	hap1
䎅	pok3
魜	jan4
𥯆	sung1
農	nung4
就	zau6
鏻	leon4
鑦	jin4
䙋	syun1
䴲	mut6
㐰	seon3
剗	caan2
蚓	jan5
媤	si1
韚	gaak3
異	ji6
㦖	mun6
撗	gwong3
犜	deon1
䍸	bok3
䳵	cik1
䦭	hong1
䀸	cai3
䧆	hung4
䘕	hong4
㶌	lin4
㩡	lo2
醻	cau4
蛭	zat6
耥	tong2
鬍	wu4
䨪	maai4
熙	hei1
蠦	lou4
毬	kau4
冩	se2
鑆	zeoi6
䐍	zo3
㒔	suk6
磯	gei1
冉	jim5
材	coi4
揠	aat3
贃	taan3
蚒	jim4
㔌	zau6
噰	jung1
䕷	mei4
𣙙	cuk1
蝵	cau1
䆻	kiu3
婔	fei1
㴞	tou1
㬜	zeon3
𦬊	zi6
讃	zaan3
髏	lau4
螹	zim6
譾	zin2
䚣	tai4
㿜	bit6
蕢	gwai6
萮	jyu4
柒	cat1
十	sap6
晉	zeon3
𧣈	caau1
䦲	jim4
㽌	lau6
蘇	sou1
琒	fung1
㡆	fong1
蘝	lim5
圿	git3
㻴	maan6
㯉	wok6
𠳝	fau2
䙡	kui2
䃁	aa1
䇙	jan5
編	pin1
瀭	syu1
蘦	ling4
潠	seon3
閌	kong3
䌒	luk6
笐	hong4
婮	geoi1
硒	sai1
恪	kok3
㘞	wo6
袑	siu6
赹	king4
䗬	fung1
滘	gaau3
䵔	dung2
芖	zi6
輓	waan5
䚑	maai4
㒀	zaak6
𨅝	jaang3
狓	pei1
灎	jim6
𦮖	jau5
鷠	jyu4
㵀	zuk6
㴺	zip3
馸	jan6
齨	kau5
鴊	zing3
鏿	caang1
䈌	ceoi1
韊	laan4
㢝	sou1
弇	jim2
嗵	tung1
𧵳	sit6
㓱	tau4
溏	tong4
桏	kung4
穣	joeng4
䛉	min6
𦺄	hing1
𢤹	goe4
體	tai2
䆔	cung1
殃	joeng1
䭊	jing2
旎	nei5
豔	jim6
棚	paang4
靰	wu1
䃆	kei4
蝬	zung1
猆	fei1
嶙	leon4
泤	ci5
䃌	zan1
㲉	kok3
亖	sei3
鋛	kong3
拆	caak3
蘷	kwai4
罁	gong1
𦭑	ting1
囏	gaan1
䌮	soeng1
䛬	tou4
彣	man4
䑰	bou6
䤾	tou1
䵳	wai3
邨	cyun1
㣨	gu1
候	hau6
複	fuk1
酚	fan1
莃	hei1
㞳	dau2
蝰	fui1
㥷	ai3
磝	ngou4
煉	lin6
燐	leon4
謻	ci2
借	ze3
䀡	zim1
㪃	ho2
蠑	wing4
朚	fong1
䗹	ci3
菮	gang1
颯	saap3
侍	si6
篫	zuk1
䰐	laam4
楍	bun2
䄅	gyun3
顑	ham2
油	jau4
鍓	cip3
宗	zung1
䣛	sat1
淕	luk6
傗	cuk1
㒫	gei3
䖭	gyun3
眺	tiu3
聛	bei2
矄	fan1
䅗	seoi3
㫏	jiu2
㣩	lam4
孃	noeng4
㐳	ngat6
爽	song2
糢	mou4
申	san1
㾟	bou6
䱃	zat6
詎	geoi6
䬛	bat1
赸	saan3
聴	ting1
挏	dung6
苭	jiu2
諸	zyu1
慟	dung6
䝹	wun2
炷	zyu3
㡁	kwaa2
樲	ji6
㭾	gwat6
䠝	hyun1
䏀	laat6
䆋	cau1
䅨	hoeng1
䱝	paai4
鼊	bik1
槏	lim4
䛸	zaam1
漠	mok6
暊	fu2
湬	zau1
㴉	zai3
苯	bun2
禛	zan1
㔡	bit3
襨	deoi3
讍	ngok6
𥲤	heoi1
巁	lai6
鷐	san4
澦	jyu6
稝	paang4
劓	ji6
璋	zoeng1
儖	laam4
㲭	taan2
汊	caa3
摶	tyun4
筂	ci4
仙	sin1
䀂	on1
㽂	saap3
綗	gwing2
敘	zeoi6
鋍	but6
謀	mau4
垘	fuk6
䯨	haau1
𦻐	zaau3
蚗	kyut3
雈	wun4
犎	fung1
筫	zi3
䚃	jau4
乪	kek6
𤪌	kei4
犢	duk6
㒂	zoek3
蓙	zo6
籚	lou4
瘝	gwaan1
㜈	muk6
鈝	jam4
藶	lik6
韟	gou1
䮠	bik1
璆	kau4
箴	zam1
袦	neot6
鼏	mik6
穼	sam1
㯃	cat1
䡋	kei4
㛪	jim3
䚠	wan6
䔴	cak1
伊	ji1
婒	taam4
䯡	gim3
酷	huk6
㩂	huk6
䐷	daan1
冫	bing1
鍆	mun4
𦴣	ji1
嵷	sung2
堠	hau6
糒	bei6
䗱	buk6
玕	gon1
䅿	waa4
䀎	min5
劕	zat1
𡦀	long5
汐	zik6
滛	jam4
籡	gim2
𦛼	bing1
竺	zuk1
鎭	zan3
㸻	zi6
垈	doi6
䲈	maa4
䙤	do2
𡨭	cung4
繹	jik6
㣑	jung4
闅	man4
厙	se3
䅋	maan5
㟗	ban1
㛊	do3
脴	pei2
䔝	zaai1
䩻	baa3
蒮	juk6
鵹	lei4
䇆	sap6
𥟟	muk6
叠	dip6
㲤	seoi1
㳃	ceoi3
藨	biu1
𥫩	zoek3
惟	wai4
馀	jyu4
龠	joek6
毥	seon1
薽	zan1
夦	cam2
𤠒	si1
虳	dik1
配	pui3
催	ceoi1
騹	kei4
屻	jan6
苡	ji5
䥧	syun4
釦	kau3
㙶	tong4
紽	to4
老	lou5
殳	syu4
屾	san1
偑	fung1
抦	bing2
亍	cuk1
䢲	wok6
威	wai1
趞	coek3
樠	mun4
吉	gat1
㹓	jiu5
㟕	giu3
𨭐	daan1
魹	mou4
㠉	tung4
瀥	hou6
儺	no4
穲	lei4
㲴	zung3
㗢	hung4
湤	si1
𠮨	naai3
葂	maan5
猓	gwo2
跒	kaa2
㮛	ci4
鵄	ci1
幰	hin2
䩅	zin2
䙑	ceoi1
䆕	jyut3
稴	jim4
濂	lim4
秗	jyu3
壾	mong5
㕗	jau5
帡	ping4
湚	jan6
㵍	mun5
䣖	maa5
㣕	daai6
䝄	soeng1
㢰	bei6
堌	gu3
揺	jiu4
嫮	wu6
勻	wan4
塊	faai3
𧀎	gou1
墎	gwok3
䔯	fu3
徘	pui4
窸	sik1
嬑	ji3
梻	fat6
䵚	tou2
氎	dip6
仧	coeng4
繥	hei1
憌	king4
茚	jan3
冕	min5
餐	caan1
蠔	hou4
錍	pai1
琍	lei4
熉	wan4
弤	dai2
㒻	mou6
𠇁	jan5
瓧	sap6
㴸	sim2
罰	fat6
釿	gan1
浩	hou6
譥	giu3
阩	sing1
垎	haak6
踟	ci4
譜	pou2
寖	zam3
岎	fan4
𤂑	nung4
鑫	jam1
搈	jung4
熫	zek3
衟	dou6
榞	jyun4
䒲	zaa3
㜋	jik1
霷	joeng4
澍	syu6
諽	gaak3
閏	jeon6
䁄	jing6
㔴	jik6
笹	sai3
預	jyu6
㥂	tik1
䫅	saam3
爁	laam6
䧟	haam6
崣	wai2
卦	gwaa3
銱	diu3
㨜	kin4
胱	gwong1
蔴	maa4
忡	cung1
鷻	tyun4
趍	ceoi1
𦤹	zi3
䔮	si1
稬	no6
㜤	nim5
籓	faan1
伱	nei5
榫	seon2
蟈	gwok3
䕉	zaak6
㻿	suk6
糋	zin3
娀	sung1
㫶	zau2
娮	jin4
侕	ji4
𨹥	dai6
癚	daam3
拳	kyun4
通	tung1
𡢢	jyu4
螤	zung1
豱	wan1
卲	siu6
慾	juk6
𢔛	hang6
㵱	piu2
毱	guk1
頠	ngai5
曐	sing1
篟	sin3
祬	zi1
嫤	gan2
㖌	sau4
㮫	hot6
䛩	wu2
劀	gwaat3
岕	gaai3
溻	taap3
盢	gwik1
醤	zoeng3
兵	bing1
靹	noi6
㱾	goi1
濙	jing4
鞴	bei6
㐅	ng5
䓶	laai6
焁	hei1
𡢡	kwan4
犃	bau6
厪	gan2
岣	gau2
䰺	gaai3
䦖	kit3
莐	cam4
外	ngoi6
帍	wu6
褿	cou4
䐿	ou3
蘙	ai3
鉖	tung4
𣕚	mau6
所	so2
㬿	tan1
怴	hyut3
𠖎	zeot1
㪎	sim2
䒶	tin1
牄	coeng1
灍	kyut3
藽	can3
䬑	wai6
屜	tai3
𠒑	jyun4
鏾	sin3
叴	kau4
鍡	wui2
绬	jing1
𠾐	lung4
䛛	fui3
嫸	zin2
㭵	din6
逽	nok6
䢦	seot1
嘷	hou4
鯏	lei6
夤	jan4
斪	keoi4
犝	tung4
軮	ong3
媖	jing1
笧	caak3
鵗	hei1
雗	hon6
乳	jyu5
蔶	zaak3
墡	sin6
趪	wong4
訩	hung1
琗	ceoi3
陵	ling4
事	si6
䡶	pik1
垜	do2
㕃	kai1
羵	fan4
橕	caang1
䆍	lung4
㣥	zi6
輨	gun2
餜	gwo2
蝔	gaai1
菤	gyun2
鍾	zung1
䓽	gei3
荸	but6
鳪	buk1
蝓	jyu4
㥽	caak3
惵	dip6
㱼	hoi1
㐼	cing2
䏵	mung5
邚	jyu4
蕦	seoi1
𥣡	leon6
壛	jim4
郡	gwan6
尔	ji5
厰	cong2
䋸	ceon4
鑷	nip6
㱰	zoi2
䣐	jing1
㗹	wai4
蕰	wan1
𧙕	mei6
䄤	laai6
虶	jyu1
㮌	min4
䗅	jau4
倊	zung3
驕	giu1
㽸	sam4
㐊	si6
崚	ling4
燲	hip3
㦗	gam1
闋	kyut3
爋	fan1
頖	pun3
孉	kyun4
㓃	dou3
謥	cung3
𡌶	baan6
篏	ham3
鳴	ming4
㗘	bok3
枊	ngong6
䲉	si1
㑆	hing1
䔼	sap1
䙏	bok3
林	lam4
㵿	jiu5
晾	long6
峳	jau4
㔿	zau3
啠	zit3
遷	cin1
㜚	suk1
鰐	ngok6
䐂	luk6
𨫀	zin2
軞	mou4
愋	hyun1
界	gaai3
䰒	mung4
㧭	kung4
潺	saan4
妾	cip3
𡛦	bing2
䜳	jyut3
𤀻	sam1
䂩	jin6
櫧	zyu1
黕	dam2
潕	mou5
尌	syu6
霬	jik6
醠	ong3
澞	jyu4
欮	kyut3
懴	caam3
氞	bing2
麫	min6
牛	ngau4
𡚸	maa1
谺	haa1
琁	syun4
蠿	zyut3
翱	ngou4
睲	sing2
奈	noi6
顀	ceoi4
㸶	jin1
抙	pau4
素	sou3
倣	fong2
沐	muk6
䴭	coi4
朩	muk6
𡏆	joeng5
䲩	si1
鉮	san4
𠁎	lin4
毑	ze2
䟜	neot6
愘	kok3
肵	kei4
夛	do1
炟	daat3
畣	daap3
䅭	pong4
敒	san1
𦑩	fai1
衳	zung1
殢	tai3
㷓	zung2
犪	kwai4
帉	fan1
喛	wun6
䀄	mung4
惶	wong4
磳	zang1
䳽	hok6
㩧	bok1
㵢	leoi4
㗪	pei1
𡆠	jat6
㵸	joek6
椙	coeng1
𣲚	jan4
